time,temp,voltage,current,power
1777636898.0300164,0,0,0,0
1777636900.2209606,0,0,0,0
1777636900.7843418,33.8,3.4,0.0,0.0
1777636901.3450022,33.8,3.4,0.0,0.0
1777636901.9966748,33.8,3.4,0.0,0.0
1777636902.8686845,33.3,3.4,0.0,0.0
1777636903.7202604,33.3,3.4,0.0,0.0
1777636904.568181,33.3,3.4,0.0,0.0
1777636905.4378526,33.3,3.4,0.0,0.0
1777636906.2892063,33.3,3.4,0.0,0.0
1777636907.134728,33.3,3.4,0.0,0.0
1777636908.0085201,33.3,3.4,0.0,0.0
1777636908.8558912,33.3,3.4,0.0,0.0
1777636909.7041745,33.3,3.4,0.0,0.0
1777636910.5791984,33.3,3.4,0.0,0.0
1777636911.427631,33.3,3.4,0.0,0.0
1777636912.2755392,33.3,3.4,0.0,0.0
1777636913.1459947,33.3,3.4,0.0,0.0
1777636913.993486,33.3,3.4,0.0,0.0
1777636914.8444486,33.3,3.4,0.0,0.0
1777636915.7174706,33.3,3.4,0.0,0.0
1777636916.5654707,33.3,3.4,0.0,0.0
1777636917.4108603,33.3,3.4,0.0,0.0
1777636918.284551,33.3,3.4,0.0,0.0
1777636919.1315296,33.3,3.4,0.0,0.0
1777636919.9796672,33.3,3.4,0.0,0.0
1777636920.8535907,33.3,3.4,0.0,0.0
1777636921.7035825,33.3,3.4,0.0,0.0
1777636922.548702,33.3,3.4,0.0,0.0
1777636923.4250169,33.3,3.4,0.0,0.0
1777636924.269614,33.3,3.4,0.0,0.0
1777636925.1180186,33.3,3.4,0.0,0.0
1777636925.9904017,33.3,3.4,0.0,0.0
1777636926.840256,33.3,3.4,0.14,1.02
1777636927.6872222,33.3,3.4,0.26,1.02
1777636928.5612996,33.5,3.4,0.34,1.02
1777636929.4083538,33.5,3.4,0.41,1.02
1777636930.2574058,33.5,3.4,0.47,1.02
1777636931.130725,33.7,3.4,0.51,1.02
1777636931.9777532,33.7,3.4,0.55,1.02
1777636932.8268068,33.7,3.4,0.59,1.02
1777636933.6996193,33.8,3.4,0.62,1.02
1777636934.5468562,33.8,3.4,0.64,1.02
1777636935.395651,33.8,3.4,0.66,1.02
1777636936.2685337,33.8,3.4,0.68,1.02
1777636937.1165848,33.8,3.4,0.69,1.02
1777636937.9639964,33.8,3.4,0.7,1.02
1777636938.8364885,33.8,3.4,0.7,1.03
1777636939.6859932,33.8,3.4,0.7,1.1
1777636940.5340123,33.8,3.4,0.7,1.16
1777636941.4740765,0.0,3.4,0.68,1.22
1777636942.3264756,0.0,3.4,0.65,1.27
1777636943.1746209,0.0,3.4,0.61,1.31
1777636944.0438643,33.8,3.4,0.59,1.35
1777636944.8920903,33.8,3.4,0.57,1.37
1777636945.7401333,33.8,3.4,0.55,1.4
1777636946.6143334,33.8,3.4,0.54,1.42
1777636947.4613395,33.8,3.4,0.53,1.44
1777636948.3093522,33.8,3.4,0.52,1.46
1777636949.183519,33.8,3.4,0.52,1.47
1777636950.0314949,33.8,3.4,0.51,1.49
1777636950.8809083,33.8,3.4,0.51,1.5
1777636951.752366,33.8,3.4,0.51,1.51
1777636952.5994697,33.8,3.4,0.51,1.52
1777636953.4474998,33.8,3.4,0.5,1.53
1777636954.3202531,33.8,3.4,0.5,1.54
1777636955.1693094,33.8,3.4,0.5,1.55
1777636956.0169804,33.8,3.4,0.5,1.55
1777636956.8903162,33.8,3.4,0.5,1.56
1777636957.738043,33.8,3.4,0.5,1.57
1777636958.585738,33.8,3.4,0.5,1.58
1777636959.4586425,33.8,3.4,0.5,1.58
1777636960.308161,33.8,3.4,0.5,1.59
1777636961.1567457,33.8,3.4,0.5,1.59
1777636962.02882,33.8,3.4,0.5,1.6
1777636962.8763971,33.8,3.4,0.5,1.6
1777636963.7242217,33.8,3.4,0.49,1.61
1777636964.5986567,33.8,3.4,0.49,1.61
1777636965.4452233,33.8,3.4,0.49,1.61
1777636966.2947922,33.8,3.4,0.49,1.62
1777636967.166055,33.8,3.4,0.49,1.62
1777636968.015845,33.8,3.4,0.48,1.62
1777636968.8627682,33.8,3.4,0.39,1.6
1777636969.7364185,33.8,3.4,0.31,1.58
1777636970.584502,33.8,3.4,0.25,1.54
1777636971.4316301,33.8,3.4,0.2,1.5
1777636972.304287,33.8,3.4,0.16,1.45
1777636973.1540601,33.8,3.4,0.13,1.4
1777636974.000479,33.8,3.4,0.1,1.35
1777636974.872706,33.8,3.4,0.08,0.0
1777636975.7209609,33.8,3.4,0.07,0.0
1777636976.5696528,33.8,3.4,0.05,0.0
1777636977.445135,33.8,3.4,0.04,0.0
1777636978.2940812,33.8,3.4,0.03,0.0
1777636979.1391292,33.8,3.4,0.03,0.0
1777636980.011062,33.8,3.4,0.02,0.0
1777636980.8591354,33.8,3.4,0.02,0.0
1777636981.7091706,33.8,3.4,0.01,0.0
1777636982.580232,33.8,3.4,0.01,0.0
1777636983.429819,33.8,3.4,0.01,0.0
1777636984.280303,33.8,3.4,0.01,0.0
1777636985.1533604,33.8,3.4,0.01,0.0
1777636985.9994543,33.8,3.4,0.0,0.0
1777636986.8469694,33.8,3.4,0.0,0.0
1777636987.7193336,33.8,3.4,0.0,0.0
1777636988.5704947,33.8,3.4,0.0,0.0
1777636989.416274,33.8,3.4,0.0,0.0
1777636990.2873704,33.8,3.4,0.0,0.0
1777636991.1370008,33.8,3.4,0.0,0.0
1777636991.9850318,33.8,3.4,0.0,0.0
1777636992.8605666,33.8,3.4,0.0,0.0
1777636993.705309,33.8,3.4,0.0,0.0
1777636994.5536172,33.8,3.4,0.0,0.0
1777636995.429622,33.8,3.4,0.0,0.0
1777636996.2743118,33.8,3.4,0.0,0.0
1777636997.1225564,33.8,3.4,0.0,0.0
1777636997.9953032,33.8,3.4,0.0,0.0
1777636998.8446808,33.8,3.4,0.0,0.0
1777636999.6916165,33.8,3.4,0.0,0.0
1777637000.567933,33.8,3.4,0.0,0.0
1777637001.4158068,33.8,3.4,0.0,0.0
1777637002.2639925,33.8,3.4,0.0,0.0
1777637003.1334727,33.8,3.4,0.0,0.0
1777637003.9816184,33.8,3.4,0.0,0.0
1777637004.8296733,33.8,3.4,0.0,0.0
1777637005.702896,33.8,3.4,0.0,0.0
1777637006.5508087,33.8,3.4,0.0,0.0
1777637007.3999157,33.8,3.4,0.0,0.0
1777637008.2719047,33.8,3.4,0.0,0.0
1777637417.8742723,0,0,0,0
1777637419.4904807,0,0,0,0
1777637420.1433866,33.8,3.4,0.0,0.0
1777637420.991114,33.8,3.4,0.0,0.0
1777637421.8400476,33.8,3.4,0.0,0.0
1777637422.7108731,33.3,3.4,0.0,0.0
1777637423.5635393,33.3,3.4,0.0,0.0
1777637424.4072077,33.3,3.4,0.0,0.0
1777637425.2814314,33.3,3.4,0.0,0.0
1777637426.1297233,33.3,3.4,0.0,0.0
1777637426.976944,33.3,3.4,0.0,0.0
1777637427.8505404,33.3,3.4,0.0,0.0
1777637428.6987221,33.3,3.4,0.0,0.0
1777637429.5459282,33.3,3.4,0.0,0.0
1777637430.420251,33.3,3.4,0.0,0.0
1777637431.2674265,33.3,3.4,0.0,0.0
1777637432.118386,33.3,3.4,0.0,0.0
1777637432.991324,33.3,3.4,0.0,0.0
1777637433.836221,33.3,3.4,0.0,0.0
1777637434.6842852,33.3,3.4,0.0,0.0
1777637435.5574143,33.3,3.4,0.0,0.0
1777637436.4051006,33.3,3.4,0.0,0.0
1777637437.2564666,33.3,3.4,0.0,0.0
1777637438.1264136,33.3,3.4,0.0,0.0
1777637438.974085,33.3,3.4,0.0,0.0
1777637439.8227463,33.3,3.4,0.0,0.0
1777637440.6960385,33.3,3.4,0.0,0.0
1777637441.5435991,33.3,3.4,0.0,0.0
1777637442.3945785,33.3,3.4,0.0,0.0
1777637443.2647388,33.3,3.4,0.0,0.0
1777637444.1135862,33.3,3.4,0.0,0.0
1777637444.9640033,33.3,3.4,0.0,0.0
1777637445.833606,33.3,3.4,0.0,0.0
1777637446.6819232,33.3,3.4,0.0,0.0
1777637447.5295937,33.3,3.4,0.0,0.0
1777637448.4058814,33.3,3.4,0.0,0.0
1777637449.25082,33.3,3.4,0.0,0.0
1777637450.098568,33.3,3.4,0.0,0.0
1777637450.9751065,33.3,3.4,0.0,0.0
1777637451.8197942,33.3,3.4,0.0,0.0
1777637452.6709633,33.3,3.4,0.0,0.0
1777637453.5439527,33.3,3.4,0.0,0.0
1777637454.3885968,33.3,3.4,0.0,0.0
1777637455.2369723,33.3,3.4,0.0,0.0
1777637456.1101196,33.3,3.4,0.0,0.0
1777637456.9622512,33.3,3.4,0.0,0.0
1777637457.806939,33.3,3.4,0.0,0.0
1777637458.6789417,33.3,3.4,0.0,0.0
1777637459.5276794,33.3,3.4,0.0,0.0
1777637460.3792956,33.3,3.4,0.0,0.0
1777637461.24783,33.3,3.4,0.0,0.0
1777637462.100023,33.3,3.4,0.0,0.0
1777637462.9459665,33.3,3.4,0.0,0.0
1777637463.8180332,33.3,3.4,0.0,0.0
1777637464.669316,33.3,3.4,0.0,0.0
1777637465.5176783,33.3,3.4,0.0,0.0
1777637466.3870442,33.3,3.4,0.0,0.0
1777637467.2382655,33.3,3.4,0.0,0.0
1777637468.0840409,33.3,3.4,0.0,0.0
1777637468.9571373,33.3,3.4,0.0,0.0
1777637469.8053095,33.3,3.4,0.0,0.0
1777637470.6523614,33.3,3.4,0.0,0.0
1777637471.5250866,33.3,3.4,0.14,1.02
1777637472.3733957,33.3,3.4,0.26,1.02
1777637473.222499,33.3,3.4,0.35,1.02
1777637474.0951414,33.3,3.4,0.43,1.02
1777637474.9429266,33.3,3.4,0.48,1.02
1777637475.7908075,33.3,3.4,0.52,1.02
1777637476.6637669,33.3,3.4,0.56,1.02
1777637477.5117784,33.3,3.4,0.6,1.02
1777637478.3596234,33.3,3.4,0.6,1.02
1777637479.2329016,33.4,3.4,0.58,1.02
1777637480.0826309,33.4,3.4,0.56,1.02
1777637480.930597,33.4,3.4,0.55,1.02
1777637481.8018136,33.4,3.4,0.53,1.02
1777637482.651682,33.4,3.4,0.51,1.02
1777637483.4979265,33.4,3.4,0.5,1.02
1777637484.3710093,33.6,3.4,0.49,1.02
1777637485.219458,33.6,3.4,0.48,1.02
1777637486.0672243,33.6,3.4,0.48,1.02
1777637486.9399137,33.6,3.4,0.47,1.04
1777637487.7884629,33.6,3.4,0.46,1.07
1777637488.6378958,33.6,3.4,0.47,1.09
1777637489.5110946,33.7,3.4,0.46,1.12
1777637490.359194,33.7,3.4,0.46,1.14
1777637491.2057922,33.7,3.4,0.46,1.16
1777637492.078241,33.8,3.4,0.45,1.18
1777637492.9264667,33.8,3.4,0.44,1.2
1777637493.7757335,33.8,3.4,0.45,1.21
1777637494.6473505,33.8,3.4,0.45,1.23
1777637495.495599,33.8,3.4,0.45,1.24
1777637496.3438642,33.8,3.4,0.45,1.26
1777637497.2180965,33.8,3.4,0.44,1.27
1777637498.0647907,33.8,3.4,0.42,1.28
1777637498.9127784,33.8,3.4,0.42,1.29
1777637499.785633,33.8,3.4,0.34,1.28
1777637500.6348467,33.8,3.4,0.38,1.28
1777637501.4835567,33.8,3.4,0.41,1.29
1777637502.3558393,33.8,3.4,0.44,1.3
1777637503.2037556,33.8,3.4,0.35,1.29
1777637504.051231,33.8,3.4,0.42,1.3
1777637504.924777,33.8,3.4,0.46,1.31
1777637505.772139,33.8,3.4,0.49,1.33
1777637506.6201308,33.8,3.4,0.52,1.35
1777637507.4938626,33.8,3.4,0.54,1.38
1777637508.3413513,33.8,3.4,0.56,1.4
1777637509.1892095,33.8,3.4,0.57,1.43
1777637510.062135,33.8,3.4,0.58,1.46
1777637510.910421,33.8,3.4,0.59,1.48
1777637511.758462,33.8,3.4,0.6,1.51
1777637512.6322591,33.8,3.4,0.6,1.54
1777637513.4796598,33.8,3.4,0.61,1.56
1777637514.3314183,33.8,3.4,0.61,1.59
1777637515.2004251,33.8,3.4,0.61,1.61
1777637516.050165,33.8,3.4,0.61,1.64
1777637516.8985248,33.8,3.4,0.61,1.66
1777637517.7693481,33.8,3.4,0.61,1.68
1777637518.6177537,33.8,3.4,0.61,1.7
1777637519.4672482,33.8,3.4,0.61,1.72
1777637520.3387642,33.8,3.4,0.61,1.74
1777637521.186838,33.8,3.4,0.61,1.76
1777637522.0361948,33.8,3.4,0.61,1.77
1777637522.907767,33.8,3.4,0.61,1.79
1777637523.756059,33.8,3.4,0.62,1.8
1777637524.604082,33.8,3.4,0.62,1.82
1777637525.4769344,33.8,3.4,0.62,1.83
1777637526.325134,33.8,3.4,0.62,1.85
1777637527.1731467,33.8,3.4,0.63,1.86
1777637528.0466204,33.8,3.4,0.63,1.87
1777637528.8942935,33.8,3.4,0.62,1.89
1777637529.743606,33.8,3.4,0.63,1.9
1777637530.616959,33.8,3.4,0.62,1.91
1777637531.4635565,33.8,3.4,0.62,1.92
1777637532.3125775,33.8,3.4,0.62,1.93
1777637533.1859188,33.8,3.4,0.62,1.94
1777637534.0338993,33.8,3.4,0.62,1.95
1777637534.8806396,33.8,3.4,0.62,1.96
1777637535.754219,33.8,3.4,0.62,1.96
1777637536.6019747,33.8,3.4,0.62,1.97
1777637537.4512339,33.8,3.4,0.62,1.98
1777637538.3243315,33.8,3.4,0.62,1.98
1777637539.1710536,33.8,3.4,0.62,1.99
1777637540.0188916,33.8,3.4,0.62,1.99
1777637540.891785,33.8,3.4,0.62,2.0
1777637541.7404265,33.8,3.4,0.62,2.0
1777637542.5892155,33.8,3.4,0.61,2.01
1777637543.4626846,33.8,3.4,0.61,2.01
1777637544.310266,33.8,3.4,0.61,2.01
1777637545.158056,33.8,3.4,0.61,2.02
1777637546.0310578,33.8,3.4,0.61,2.02
1777637546.8792503,33.8,3.4,0.61,2.02
1777637547.7265627,33.8,3.4,0.61,2.02
1777637548.5991998,33.8,3.4,0.6,2.02
1777637549.4474614,33.8,3.4,0.6,2.02
1777637550.2962542,33.8,3.4,0.6,2.03
1777637551.1691432,33.8,3.4,0.6,2.03
1777637552.0191748,33.8,3.4,0.6,2.03
1777637552.8653321,33.8,3.4,0.59,2.03
1777637553.7374244,33.8,3.4,0.59,2.03
1777637554.589587,33.8,3.4,0.59,2.03
1777637555.4342139,33.8,3.4,0.59,2.02
1777637556.307355,33.8,3.4,0.59,2.02
1777637557.1548815,33.8,3.4,0.59,2.02
1777637558.0028572,33.8,3.4,0.59,2.02
1777637558.8757243,33.8,3.4,0.59,2.02
1777637559.7255085,33.8,3.4,0.59,2.02
1777637560.5720215,33.8,3.4,0.59,2.02
1777637561.4449165,33.8,3.4,0.59,2.02
1777637562.2948854,33.8,3.4,0.58,2.02
1777637563.1431642,33.8,3.4,0.58,2.02
1777637564.0139954,33.8,3.4,0.58,2.01
1777637564.8633952,33.8,3.4,0.58,2.01
1777637565.7103179,33.8,3.4,0.58,2.01
1777637566.5832791,33.8,3.4,0.57,2.01
1777637567.432973,33.8,3.4,0.57,2.0
1777637568.2794209,33.8,3.4,0.57,2.0
1777637569.1522546,33.8,3.4,0.57,2.0
1777637570.001922,33.8,3.4,0.57,1.99
1777637570.8498592,33.8,3.4,0.57,1.99
1777637571.721242,33.8,3.4,0.57,1.99
1777637572.5696833,33.8,3.4,0.57,1.99
1777637573.4190528,33.8,3.4,0.57,1.98
1777637574.2906065,33.8,3.4,0.57,1.98
1777637575.1402607,33.8,3.4,0.57,1.98
1777637575.9867961,33.8,3.4,0.56,1.98
1777637576.859635,33.8,3.4,0.56,1.97
1777637577.7093203,33.8,3.4,0.56,1.97
1777637578.555957,33.8,3.4,0.56,1.97
1777637579.428851,33.8,3.4,0.56,1.96
1777637580.2782288,33.8,3.4,0.56,1.96
1777637581.12626,33.8,3.4,0.56,1.96
1777637581.9979844,33.8,3.4,0.56,1.95
1777637582.8460891,33.8,3.4,0.56,1.95
1777637583.6951532,33.8,3.4,0.56,1.95
1777637584.567935,33.8,3.4,0.56,1.94
1777637585.415206,33.8,3.4,0.56,1.94
1777637586.2633255,33.8,3.4,0.55,1.94
1777637587.1370444,33.8,3.4,0.55,1.94
1777637587.9845855,33.8,3.4,0.55,1.93
1777637588.832352,33.8,3.4,0.55,1.93
1777637589.706476,33.8,3.4,0.55,1.93
1777637590.5544538,33.8,3.4,0.55,1.92
1777637591.401521,33.8,3.4,0.54,1.92
1777637592.2745795,33.8,3.4,0.54,1.92
1777637593.1230574,33.8,3.4,0.54,1.91
1777637593.9716184,33.8,3.4,0.54,1.91
1777637594.8445525,33.8,3.4,0.54,1.91
1777637595.6921887,33.8,3.4,0.54,1.9
1777637596.5416582,33.8,3.4,0.54,1.9
1777637597.4135802,33.8,3.4,0.54,1.89
1777637598.261386,33.8,3.4,0.54,1.89
1777637599.1105947,33.8,3.4,0.53,1.89
1777637599.9822865,33.8,3.4,0.53,1.88
1777637600.8313055,33.8,3.4,0.53,1.88
1777637601.679887,33.8,3.4,0.53,1.88
1777637602.5517528,33.8,3.4,0.53,1.87
1777637603.4009192,33.8,3.4,0.53,1.87
1777637604.2488806,33.8,3.4,0.53,1.86
1777637605.1205828,33.8,3.4,0.53,1.86
1777637605.9697254,33.8,3.4,0.53,1.86
1777637606.8168201,33.8,3.4,0.53,1.85
1777637607.6892698,33.8,3.4,0.53,1.85
1777637608.5374734,33.8,3.4,0.53,1.85
1777637609.3855247,33.8,3.4,0.52,1.84
1777637610.258181,33.8,3.4,0.52,1.84
1777637611.106628,33.8,3.4,0.52,1.84
1777637611.9546578,33.8,3.4,0.52,1.84
1777637612.8286116,33.8,3.4,0.52,1.83
1777637613.6761315,33.8,3.4,0.52,1.83
1777637614.524819,33.8,3.4,0.52,1.82
1777637615.3977823,33.8,3.4,0.51,1.82
1777637616.2450364,33.8,3.4,0.51,1.82
1777637617.0929694,33.8,3.4,0.51,1.81
1777637617.9658823,33.8,3.4,0.51,1.81
1777637618.8148832,33.8,3.4,0.51,1.8
1777637619.663028,33.8,3.4,0.51,1.8
1777637620.535858,33.8,3.4,0.51,1.8
1777637621.3839917,33.8,3.4,0.51,1.79
1777637622.2312336,33.8,3.4,0.51,1.79
1777637623.1049907,33.8,3.4,0.51,1.79
1777637623.9523807,33.8,3.4,0.51,1.78
1777637624.8015442,33.8,3.4,0.51,1.78
1777637625.6744053,33.8,3.4,0.5,1.78
1777637626.5224655,33.8,3.4,0.5,1.77
1777637627.3695495,33.8,3.4,0.5,1.77
1777637628.243324,33.8,3.4,0.5,1.77
1777637629.0912807,33.8,3.4,0.5,1.76
1777637629.938658,33.8,3.4,0.5,1.76
1777637630.8122756,33.8,3.4,0.5,1.76
1777637631.659881,33.8,3.4,0.5,1.75
1777637632.5088105,33.8,3.4,0.49,1.75
1777637633.380941,33.8,3.4,0.49,1.74
1777637634.2288158,33.8,3.4,0.49,1.74
1777637635.0783508,33.8,3.4,0.49,1.74
1777637635.9496439,33.8,3.4,0.49,1.73
1777637636.797877,33.8,3.4,0.49,1.73
1777637637.6460135,33.8,3.4,0.49,1.73
1777637638.519708,33.8,3.4,0.49,1.72
1777637639.3670797,33.8,3.4,0.49,1.72
1777637640.2150173,33.8,3.4,0.48,1.71
1777637641.088593,33.8,3.4,0.48,1.71
1777637641.936279,33.8,3.4,0.48,1.71
1777637642.784149,33.8,3.4,0.48,1.7
1777637643.6607287,33.8,3.4,0.48,1.7
1777637644.5052896,33.8,3.4,0.48,1.7
1777637645.3546555,33.8,3.4,0.48,1.69
1777637646.2267113,33.8,3.4,0.48,1.69
1777637647.0748713,33.8,3.4,0.48,1.69
1777637647.9224505,33.8,3.4,0.48,1.68
1777637648.7965977,33.8,3.4,0.48,1.68
1777637649.6438973,33.8,3.4,0.47,1.68
1777637650.4933174,33.8,3.4,0.47,1.67
1777637651.3659282,33.8,3.4,0.47,1.67
1777637652.21324,33.8,3.4,0.47,1.67
1777637653.060915,33.8,3.4,0.47,1.66
1777637653.9351783,33.8,3.4,0.47,1.66
1777637654.782203,33.8,3.4,0.47,1.66
1777637655.6302335,33.8,3.4,0.47,1.65
1777637656.5038688,33.8,3.4,0.47,1.65
1777637657.3510952,33.8,3.4,0.47,1.65
1777637658.1992779,33.8,3.4,0.46,1.64
1777637659.0719557,33.8,3.4,0.45,1.64
1777637659.9202402,33.8,3.4,0.44,1.63
1777637660.7685888,33.8,3.4,0.43,1.62
1777637661.6410456,33.8,3.4,0.43,1.61
1777637662.4893303,33.8,3.4,0.44,1.61
1777637663.3383198,33.8,3.4,0.44,1.6
1777637664.2111156,33.8,3.4,0.43,1.59
1777637665.0584931,33.8,3.4,0.42,1.59
1777637665.907576,33.8,3.4,0.42,1.58
1777637666.7794037,33.8,3.4,0.42,1.57
1777637667.6276026,33.8,3.4,0.42,1.56
1777637668.4767416,33.8,3.4,0.41,1.55
1777637669.3497667,33.8,3.4,0.4,1.54
1777637670.197429,33.8,3.4,0.4,1.54
1777637671.045038,33.8,3.4,0.39,1.53
1777637671.918696,33.8,3.4,0.39,1.52
1777637672.766845,33.8,3.4,0.39,1.51
1777637673.6147404,33.8,3.4,0.38,1.49
1777637674.4867136,33.8,3.4,0.38,1.49
1777637675.335767,33.8,3.4,0.38,1.48
1777637676.1830256,33.8,3.4,0.38,1.47
1777637677.0569205,33.8,3.4,0.37,1.46
1777637677.9054701,33.8,3.4,0.37,1.45
1777637678.7527914,33.8,3.4,0.37,1.44
1777637679.6249647,33.8,3.4,0.37,1.43
1777637680.4731514,33.8,3.4,0.37,1.42
1777637681.3217235,33.8,3.4,0.37,1.41
1777637682.1940022,33.8,3.4,0.36,1.4
1777637683.0435257,33.8,3.4,0.36,1.39
1777637683.8915305,33.8,3.4,0.36,1.38
1777637684.7631578,33.8,3.4,0.36,1.38
1777637685.6115332,33.8,3.4,0.36,1.37
1777637686.4609346,33.8,3.4,0.36,1.36
1777637687.333951,33.8,3.4,0.36,1.35
1777637688.1807504,33.8,3.4,0.35,1.35
1777637689.0300438,33.8,3.4,0.35,1.34
1777637689.902853,33.8,3.4,0.35,1.33
1777637690.7500877,33.8,3.4,0.35,1.33
1777637691.5989363,33.8,3.4,0.35,1.32
1777637692.4708493,33.8,3.4,0.35,1.31
1777637693.3203979,33.8,3.4,0.35,1.31
1777637694.1679003,33.8,3.4,0.35,1.3
1777637695.041312,33.8,3.4,0.36,1.3
1777637695.8879797,33.8,3.4,0.36,1.3
1777637696.736043,33.8,3.4,0.36,1.29
1777637697.6104138,33.8,3.4,0.35,1.29
1777637698.458164,33.8,3.4,0.35,1.28
1777637699.305241,33.8,3.4,0.35,1.28
1777637700.1782415,33.8,3.4,0.35,1.27
1777637701.0265894,33.8,3.4,0.35,1.27
1777637701.874642,33.8,3.4,0.35,1.27
1777637702.7487807,33.8,3.4,0.35,1.26
1777637703.5961843,33.8,3.4,0.35,1.26
1777637704.4446366,33.8,3.4,0.35,1.25
1777637705.3173065,33.8,3.4,0.35,1.25
1777637706.1647112,33.8,3.4,0.34,1.24
1777637707.013716,33.8,3.4,0.34,1.24
1777637707.88545,33.8,3.4,0.35,1.24
1777637708.734137,33.8,3.4,0.34,1.23
1777637709.5817409,33.8,3.4,0.34,1.23
1777637710.4546227,33.8,3.4,0.34,1.23
1777637711.3031824,33.8,3.4,0.34,1.22
1777637712.151016,33.8,3.4,0.34,1.22
1777637713.024896,33.8,3.4,0.34,1.22
1777637713.873251,33.8,3.4,0.34,1.22
1777637714.7203665,33.8,3.4,0.34,1.21
1777637715.5940382,33.8,3.4,0.34,1.21
1777637716.441115,33.8,3.4,0.34,1.21
1777637717.2905338,33.8,3.4,0.34,1.21
1777637718.1620035,33.8,3.4,0.34,1.2
1777637719.0102754,33.8,3.4,0.34,1.2
1777637719.8580992,33.8,3.4,0.34,1.2
1777637720.7318254,33.8,3.4,0.34,1.2
1777637721.579421,33.8,3.4,0.34,1.2
1777637722.428601,33.8,3.4,0.34,1.19
1777637723.301077,33.8,3.4,0.34,1.19
1777637724.1484141,33.8,3.4,0.34,1.19
1777637724.9983199,33.8,3.4,0.34,1.19
1777637725.870759,33.8,3.4,0.34,1.19
1777637726.717709,33.8,3.4,0.34,1.19
1777637727.565699,33.8,3.4,0.34,1.18
1777637728.4384084,33.8,3.4,0.34,1.18
1777637729.2868342,33.8,3.4,0.34,1.18
1777637730.1358175,33.8,3.4,0.34,1.18
1777637731.0076952,33.8,3.4,0.34,1.18
1777637731.8572297,33.8,3.4,0.34,1.18
1777637732.7049053,33.8,3.4,0.34,1.18
1777637733.576889,33.8,3.4,0.34,1.18
1777637734.4250698,33.8,3.4,0.34,1.17
1777637735.2763603,33.8,3.4,0.34,1.17
1777637736.146105,33.8,3.4,0.34,1.17
1777637736.9951715,33.8,3.4,0.34,1.17
1777637737.843423,33.8,3.4,0.34,1.17
1777637738.716557,33.8,3.4,0.34,1.17
1777637739.5641506,33.8,3.4,0.35,1.17
1777637740.4113805,33.8,3.4,0.34,1.17
1777637741.2840762,33.8,3.4,0.35,1.17
1777637742.1332357,33.8,3.4,0.36,1.17
1777637742.9805112,33.8,3.4,0.36,1.18
1777637743.854695,33.8,3.4,0.37,1.18
1777637744.7015243,33.8,3.4,0.37,1.18
1777637745.5494916,33.8,3.4,0.37,1.19
1777637746.4227424,33.8,3.4,0.38,1.19
1777637747.2709768,33.8,3.4,0.38,1.2
1777637748.1197662,33.8,3.4,0.38,1.2
1777637748.9927993,33.8,3.4,0.38,1.21
1777637749.8405676,33.8,3.4,0.38,1.21
1777637750.6886685,33.8,3.4,0.38,1.21
1777637751.5614603,33.8,3.4,0.37,1.22
1777637752.4088988,33.8,3.4,0.36,1.22
1777637753.2574265,33.8,3.4,0.34,1.21
1777637754.1303287,33.8,3.4,0.27,1.2
1777637754.9787035,33.8,3.4,0.21,1.17
1777637755.82616,33.8,3.4,0.17,1.15
1777637756.6998851,33.8,3.4,0.16,1.12
1777637757.548964,33.8,3.4,0.16,1.09
1777637758.3953552,33.8,3.4,0.15,1.06
1777637759.2681718,33.8,3.4,0.15,1.03
1777637760.1178942,33.8,3.4,0.14,1.02
1777637760.9660294,33.8,3.4,0.14,1.02
1777637761.8372633,33.8,3.4,0.14,1.02
1777637762.6860201,33.8,3.4,0.13,1.02
1777637763.5348396,33.8,3.4,0.13,1.02
1777637764.406278,33.8,3.4,0.13,1.02
1777637765.254791,33.8,3.4,0.17,1.02
1777637766.1043515,33.8,3.4,0.2,1.02
1777637766.9754176,33.8,3.4,0.16,1.02
1777637767.8238227,33.8,3.4,0.13,1.02
1777637768.672856,33.8,3.4,0.1,1.02
1777637769.5443525,33.8,3.4,0.08,0.0
1777637770.3953035,33.8,3.4,0.07,0.0
1777637771.2402074,33.8,3.4,0.05,0.0
1777637772.1130748,33.8,3.4,0.04,0.0
1777637772.9652872,33.8,3.4,0.03,0.0
1777637773.8134613,33.8,3.4,0.03,0.0
1777637774.6860654,33.8,3.4,0.02,0.0
1777637775.534541,33.8,3.4,0.02,0.0
1777637776.3823283,33.8,3.4,0.01,0.0
1777637777.2515533,33.8,3.4,0.01,0.0
1777637778.1005502,33.8,3.4,0.01,0.0
1777637778.947638,33.8,3.4,0.01,0.0
1777637779.8203773,33.8,3.4,0.01,0.0
1777637780.6726432,33.8,3.4,0.0,0.0
1777637781.5165493,33.8,3.4,0.0,0.0
1777637782.3904586,33.8,3.4,0.08,0.0
1777637783.2386367,33.8,3.4,0.14,1.02
1777637784.0874226,33.8,3.4,0.11,1.02
1777637784.9605026,33.8,3.4,0.14,1.02
1777637785.8077977,33.8,3.4,0.11,1.02
1777637786.656365,33.8,3.4,0.09,0.0
1777637787.5278344,33.8,3.4,0.07,0.0
1777637788.380396,33.8,3.4,0.06,0.0
1777637789.2280328,33.8,3.4,0.05,0.0
1777637790.1009166,33.8,3.4,0.04,0.0
1777637790.9469464,33.8,3.4,0.03,0.0
1777637791.7940974,33.8,3.4,0.02,0.0
